"seqnames"	"start"	"end"	"strand"	"type"	"gene_name"	"transcript_name"	"transcript_biotype"
"8"	11850866	11850980	"-"	"CDS"	"CTSB"	"CTSB-250"	"protein_coding"
"8"	11849046	11849164	"-"	"exon"	"CTSB"	"CTSB-250"	"protein_coding"
"8"	11849046	11849164	"-"	"CDS"	"CTSB"	"CTSB-250"	"protein_coding"
"8"	11848067	11848152	"-"	"exon"	"CTSB"	"CTSB-250"	"protein_coding"
"8"	11848067	11848152	"-"	"CDS"	"CTSB"	"CTSB-250"	"protein_coding"
"8"	11847679	11847822	"-"	"exon"	"CTSB"	"CTSB-250"	"protein_coding"
"8"	11847679	11847822	"-"	"CDS"	"CTSB"	"CTSB-250"	"protein_coding"
"8"	11847052	11847168	"-"	"exon"	"CTSB"	"CTSB-250"	"protein_coding"
"8"	11847052	11847168	"-"	"CDS"	"CTSB"	"CTSB-250"	"protein_coding"
"8"	11845661	11845789	"-"	"exon"	"CTSB"	"CTSB-250"	"protein_coding"
"8"	11845661	11845789	"-"	"CDS"	"CTSB"	"CTSB-250"	"protein_coding"
"8"	11842524	11845222	"-"	"exon"	"CTSB"	"CTSB-250"	"protein_coding"
"8"	11845128	11845222	"-"	"CDS"	"CTSB"	"CTSB-250"	"protein_coding"
"8"	11845125	11845127	"-"	"stop_codon"	"CTSB"	"CTSB-250"	"protein_coding"
"8"	11868671	11868739	"-"	"five_prime_utr"	"CTSB"	"CTSB-250"	"protein_coding"
"8"	11853455	11853479	"-"	"five_prime_utr"	"CTSB"	"CTSB-250"	"protein_coding"
"8"	11842524	11845124	"-"	"three_prime_utr"	"CTSB"	"CTSB-250"	"protein_coding"
"8"	11842524	11869448	"-"	"transcript"	"CTSB"	"CTSB-245"	"protein_coding"
"8"	11868922	11869448	"-"	"exon"	"CTSB"	"CTSB-245"	"protein_coding"
"8"	11853329	11853479	"-"	"exon"	"CTSB"	"CTSB-245"	"protein_coding"
"8"	11853329	11853454	"-"	"CDS"	"CTSB"	"CTSB-245"	"protein_coding"
"8"	11853452	11853454	"-"	"start_codon"	"CTSB"	"CTSB-245"	"protein_coding"
"8"	11852610	11852695	"-"	"exon"	"CTSB"	"CTSB-245"	"protein_coding"
"8"	11852610	11852695	"-"	"CDS"	"CTSB"	"CTSB-245"	"protein_coding"
"8"	11850866	11850980	"-"	"exon"	"CTSB"	"CTSB-245"	"protein_coding"
"8"	11850866	11850980	"-"	"CDS"	"CTSB"	"CTSB-245"	"protein_coding"
"8"	11849046	11849164	"-"	"exon"	"CTSB"	"CTSB-245"	"protein_coding"
"8"	11849046	11849164	"-"	"CDS"	"CTSB"	"CTSB-245"	"protein_coding"
"8"	11848067	11848152	"-"	"exon"	"CTSB"	"CTSB-245"	"protein_coding"
"8"	11848067	11848152	"-"	"CDS"	"CTSB"	"CTSB-245"	"protein_coding"
"8"	11847679	11847822	"-"	"exon"	"CTSB"	"CTSB-245"	"protein_coding"
"8"	11847679	11847822	"-"	"CDS"	"CTSB"	"CTSB-245"	"protein_coding"
"8"	11847052	11847168	"-"	"exon"	"CTSB"	"CTSB-245"	"protein_coding"
"8"	11847052	11847168	"-"	"CDS"	"CTSB"	"CTSB-245"	"protein_coding"
"8"	11845661	11845789	"-"	"exon"	"CTSB"	"CTSB-245"	"protein_coding"
"8"	11845661	11845789	"-"	"CDS"	"CTSB"	"CTSB-245"	"protein_coding"
"8"	11842524	11845222	"-"	"exon"	"CTSB"	"CTSB-245"	"protein_coding"
"8"	11845128	11845222	"-"	"CDS"	"CTSB"	"CTSB-245"	"protein_coding"
"8"	11845125	11845127	"-"	"stop_codon"	"CTSB"	"CTSB-245"	"protein_coding"
"8"	11868922	11869448	"-"	"five_prime_utr"	"CTSB"	"CTSB-245"	"protein_coding"
"8"	11853455	11853479	"-"	"five_prime_utr"	"CTSB"	"CTSB-245"	"protein_coding"
"8"	11842524	11845124	"-"	"three_prime_utr"	"CTSB"	"CTSB-245"	"protein_coding"
"8"	11842560	11868137	"-"	"transcript"	"CTSB"	"CTSB-252"	"protein_coding"
"8"	11868001	11868137	"-"	"exon"	"CTSB"	"CTSB-252"	"protein_coding"
"8"	11864376	11864463	"-"	"exon"	"CTSB"	"CTSB-252"	"protein_coding"
"8"	11853329	11853479	"-"	"exon"	"CTSB"	"CTSB-252"	"protein_coding"
"8"	11853329	11853454	"-"	"CDS"	"CTSB"	"CTSB-252"	"protein_coding"
"8"	11853452	11853454	"-"	"start_codon"	"CTSB"	"CTSB-252"	"protein_coding"
"8"	11852610	11852695	"-"	"exon"	"CTSB"	"CTSB-252"	"protein_coding"
"8"	11852610	11852695	"-"	"CDS"	"CTSB"	"CTSB-252"	"protein_coding"
"8"	11850866	11850980	"-"	"exon"	"CTSB"	"CTSB-252"	"protein_coding"
"8"	11850866	11850980	"-"	"CDS"	"CTSB"	"CTSB-252"	"protein_coding"
"8"	11849046	11849164	"-"	"exon"	"CTSB"	"CTSB-252"	"protein_coding"
"8"	11849046	11849164	"-"	"CDS"	"CTSB"	"CTSB-252"	"protein_coding"
"8"	11848067	11848152	"-"	"exon"	"CTSB"	"CTSB-252"	"protein_coding"
"8"	11848067	11848152	"-"	"CDS"	"CTSB"	"CTSB-252"	"protein_coding"
"8"	11847679	11847822	"-"	"exon"	"CTSB"	"CTSB-252"	"protein_coding"
"8"	11847679	11847822	"-"	"CDS"	"CTSB"	"CTSB-252"	"protein_coding"
"8"	11847052	11847168	"-"	"exon"	"CTSB"	"CTSB-252"	"protein_coding"
"8"	11847052	11847168	"-"	"CDS"	"CTSB"	"CTSB-252"	"protein_coding"
"8"	11845661	11845789	"-"	"exon"	"CTSB"	"CTSB-252"	"protein_coding"
"8"	11845661	11845789	"-"	"CDS"	"CTSB"	"CTSB-252"	"protein_coding"
"8"	11842560	11845222	"-"	"exon"	"CTSB"	"CTSB-252"	"protein_coding"
"8"	11845128	11845222	"-"	"CDS"	"CTSB"	"CTSB-252"	"protein_coding"
"8"	11845125	11845127	"-"	"stop_codon"	"CTSB"	"CTSB-252"	"protein_coding"
"8"	11868001	11868137	"-"	"five_prime_utr"	"CTSB"	"CTSB-252"	"protein_coding"
"8"	11864376	11864463	"-"	"five_prime_utr"	"CTSB"	"CTSB-252"	"protein_coding"
"8"	11853455	11853479	"-"	"five_prime_utr"	"CTSB"	"CTSB-252"	"protein_coding"
"8"	11842560	11845124	"-"	"three_prime_utr"	"CTSB"	"CTSB-252"	"protein_coding"
"8"	11842831	11868118	"-"	"transcript"	"CTSB"	"CTSB-240"	"protein_coding"
"8"	11868001	11868118	"-"	"exon"	"CTSB"	"CTSB-240"	"protein_coding"
"8"	11867254	11867391	"-"	"exon"	"CTSB"	"CTSB-240"	"protein_coding"
"8"	11853329	11853479	"-"	"exon"	"CTSB"	"CTSB-240"	"protein_coding"
"8"	11853329	11853454	"-"	"CDS"	"CTSB"	"CTSB-240"	"protein_coding"
"8"	11853452	11853454	"-"	"start_codon"	"CTSB"	"CTSB-240"	"protein_coding"
"8"	11852610	11852695	"-"	"exon"	"CTSB"	"CTSB-240"	"protein_coding"
"8"	11852610	11852695	"-"	"CDS"	"CTSB"	"CTSB-240"	"protein_coding"
"8"	11850866	11850980	"-"	"exon"	"CTSB"	"CTSB-240"	"protein_coding"
"8"	11850866	11850980	"-"	"CDS"	"CTSB"	"CTSB-240"	"protein_coding"
"8"	11849046	11849164	"-"	"exon"	"CTSB"	"CTSB-240"	"protein_coding"
"8"	11849046	11849164	"-"	"CDS"	"CTSB"	"CTSB-240"	"protein_coding"
"8"	11848067	11848152	"-"	"exon"	"CTSB"	"CTSB-240"	"protein_coding"
"8"	11848067	11848152	"-"	"CDS"	"CTSB"	"CTSB-240"	"protein_coding"
"8"	11847679	11847822	"-"	"exon"	"CTSB"	"CTSB-240"	"protein_coding"
"8"	11847679	11847822	"-"	"CDS"	"CTSB"	"CTSB-240"	"protein_coding"
"8"	11847052	11847168	"-"	"exon"	"CTSB"	"CTSB-240"	"protein_coding"
"8"	11847052	11847168	"-"	"CDS"	"CTSB"	"CTSB-240"	"protein_coding"
"8"	11845661	11845789	"-"	"exon"	"CTSB"	"CTSB-240"	"protein_coding"
"8"	11845661	11845789	"-"	"CDS"	"CTSB"	"CTSB-240"	"protein_coding"
"8"	11842831	11845222	"-"	"exon"	"CTSB"	"CTSB-240"	"protein_coding"
"8"	11845128	11845222	"-"	"CDS"	"CTSB"	"CTSB-240"	"protein_coding"
"8"	11845125	11845127	"-"	"stop_codon"	"CTSB"	"CTSB-240"	"protein_coding"
"8"	11868001	11868118	"-"	"five_prime_utr"	"CTSB"	"CTSB-240"	"protein_coding"
"8"	11867254	11867391	"-"	"five_prime_utr"	"CTSB"	"CTSB-240"	"protein_coding"
"8"	11853455	11853479	"-"	"five_prime_utr"	"CTSB"	"CTSB-240"	"protein_coding"
"8"	11842831	11845124	"-"	"three_prime_utr"	"CTSB"	"CTSB-240"	"protein_coding"
"8"	11842997	11868113	"-"	"transcript"	"CTSB"	"CTSB-243"	"protein_coding"
"8"	11868001	11868113	"-"	"exon"	"CTSB"	"CTSB-243"	"protein_coding"
"8"	11864376	11864463	"-"	"exon"	"CTSB"	"CTSB-243"	"protein_coding"
"8"	11861406	11861479	"-"	"exon"	"CTSB"	"CTSB-243"	"protein_coding"
"8"	11853329	11853479	"-"	"exon"	"CTSB"	"CTSB-243"	"protein_coding"
"8"	11853329	11853454	"-"	"CDS"	"CTSB"	"CTSB-243"	"protein_coding"
"8"	11853452	11853454	"-"	"start_codon"	"CTSB"	"CTSB-243"	"protein_coding"
"8"	11852610	11852695	"-"	"exon"	"CTSB"	"CTSB-243"	"protein_coding"
"8"	11852610	11852695	"-"	"CDS"	"CTSB"	"CTSB-243"	"protein_coding"
"8"	11850866	11850980	"-"	"exon"	"CTSB"	"CTSB-243"	"protein_coding"
"8"	11850866	11850980	"-"	"CDS"	"CTSB"	"CTSB-243"	"protein_coding"
"8"	11849046	11849164	"-"	"exon"	"CTSB"	"CTSB-243"	"protein_coding"
"8"	11849046	11849164	"-"	"CDS"	"CTSB"	"CTSB-243"	"protein_coding"
"8"	11848067	11848152	"-"	"exon"	"CTSB"	"CTSB-243"	"protein_coding"
"8"	11848067	11848152	"-"	"CDS"	"CTSB"	"CTSB-243"	"protein_coding"
"8"	11847679	11847822	"-"	"exon"	"CTSB"	"CTSB-243"	"protein_coding"
"8"	11847679	11847822	"-"	"CDS"	"CTSB"	"CTSB-243"	"protein_coding"
"8"	11847052	11847168	"-"	"exon"	"CTSB"	"CTSB-243"	"protein_coding"
"8"	11847052	11847168	"-"	"CDS"	"CTSB"	"CTSB-243"	"protein_coding"
"8"	11845661	11845789	"-"	"exon"	"CTSB"	"CTSB-243"	"protein_coding"
"8"	11845661	11845789	"-"	"CDS"	"CTSB"	"CTSB-243"	"protein_coding"
"8"	11842997	11845222	"-"	"exon"	"CTSB"	"CTSB-243"	"protein_coding"
"8"	11845128	11845222	"-"	"CDS"	"CTSB"	"CTSB-243"	"protein_coding"
"8"	11845125	11845127	"-"	"stop_codon"	"CTSB"	"CTSB-243"	"protein_coding"
"8"	11868001	11868113	"-"	"five_prime_utr"	"CTSB"	"CTSB-243"	"protein_coding"
"8"	11864376	11864463	"-"	"five_prime_utr"	"CTSB"	"CTSB-243"	"protein_coding"
"8"	11861406	11861479	"-"	"five_prime_utr"	"CTSB"	"CTSB-243"	"protein_coding"
"8"	11853455	11853479	"-"	"five_prime_utr"	"CTSB"	"CTSB-243"	"protein_coding"
"8"	11842997	11845124	"-"	"three_prime_utr"	"CTSB"	"CTSB-243"	"protein_coding"
"8"	11843010	11868112	"-"	"transcript"	"CTSB"	"CTSB-218"	"protein_coding"
"8"	11868001	11868112	"-"	"exon"	"CTSB"	"CTSB-218"	"protein_coding"
"8"	11853329	11853479	"-"	"exon"	"CTSB"	"CTSB-218"	"protein_coding"
"8"	11853329	11853454	"-"	"CDS"	"CTSB"	"CTSB-218"	"protein_coding"
"8"	11853452	11853454	"-"	"start_codon"	"CTSB"	"CTSB-218"	"protein_coding"
"8"	11852610	11852695	"-"	"exon"	"CTSB"	"CTSB-218"	"protein_coding"
"8"	11852610	11852695	"-"	"CDS"	"CTSB"	"CTSB-218"	"protein_coding"
"8"	11850866	11850980	"-"	"exon"	"CTSB"	"CTSB-218"	"protein_coding"
"8"	11850866	11850980	"-"	"CDS"	"CTSB"	"CTSB-218"	"protein_coding"
"8"	11849046	11849164	"-"	"exon"	"CTSB"	"CTSB-218"	"protein_coding"
"8"	11849046	11849164	"-"	"CDS"	"CTSB"	"CTSB-218"	"protein_coding"
"8"	11848067	11848152	"-"	"exon"	"CTSB"	"CTSB-218"	"protein_coding"
"8"	11848067	11848152	"-"	"CDS"	"CTSB"	"CTSB-218"	"protein_coding"
"8"	11847679	11847822	"-"	"exon"	"CTSB"	"CTSB-218"	"protein_coding"
"8"	11847679	11847822	"-"	"CDS"	"CTSB"	"CTSB-218"	"protein_coding"
"8"	11847052	11847168	"-"	"exon"	"CTSB"	"CTSB-218"	"protein_coding"
"8"	11847052	11847168	"-"	"CDS"	"CTSB"	"CTSB-218"	"protein_coding"
"8"	11845661	11845789	"-"	"exon"	"CTSB"	"CTSB-218"	"protein_coding"
"8"	11845661	11845789	"-"	"CDS"	"CTSB"	"CTSB-218"	"protein_coding"
"8"	11845082	11845222	"-"	"exon"	"CTSB"	"CTSB-218"	"protein_coding"
"8"	11845128	11845222	"-"	"CDS"	"CTSB"	"CTSB-218"	"protein_coding"
"8"	11845125	11845127	"-"	"stop_codon"	"CTSB"	"CTSB-218"	"protein_coding"
"8"	11843010	11844241	"-"	"exon"	"CTSB"	"CTSB-218"	"protein_coding"
"8"	11868001	11868112	"-"	"five_prime_utr"	"CTSB"	"CTSB-218"	"protein_coding"
"8"	11853455	11853479	"-"	"five_prime_utr"	"CTSB"	"CTSB-218"	"protein_coding"
"8"	11845082	11845124	"-"	"three_prime_utr"	"CTSB"	"CTSB-218"	"protein_coding"
"8"	11843010	11844241	"-"	"three_prime_utr"	"CTSB"	"CTSB-218"	"protein_coding"
"8"	11843027	11868112	"-"	"transcript"	"CTSB"	"CTSB-242"	"protein_coding"
"8"	11868001	11868112	"-"	"exon"	"CTSB"	"CTSB-242"	"protein_coding"
"8"	11864376	11864483	"-"	"exon"	"CTSB"	"CTSB-242"	"protein_coding"
"8"	11853329	11853479	"-"	"exon"	"CTSB"	"CTSB-242"	"protein_coding"
"8"	11853329	11853454	"-"	"CDS"	"CTSB"	"CTSB-242"	"protein_coding"
"8"	11853452	11853454	"-"	"start_codon"	"CTSB"	"CTSB-242"	"protein_coding"
"8"	11852610	11852695	"-"	"exon"	"CTSB"	"CTSB-242"	"protein_coding"
"8"	11852610	11852695	"-"	"CDS"	"CTSB"	"CTSB-242"	"protein_coding"
"8"	11850866	11850980	"-"	"exon"	"CTSB"	"CTSB-242"	"protein_coding"
"8"	11850866	11850980	"-"	"CDS"	"CTSB"	"CTSB-242"	"protein_coding"
"8"	11849046	11849164	"-"	"exon"	"CTSB"	"CTSB-242"	"protein_coding"
"8"	11849046	11849164	"-"	"CDS"	"CTSB"	"CTSB-242"	"protein_coding"
"8"	11848067	11848152	"-"	"exon"	"CTSB"	"CTSB-242"	"protein_coding"
"8"	11848067	11848152	"-"	"CDS"	"CTSB"	"CTSB-242"	"protein_coding"
"8"	11847679	11847822	"-"	"exon"	"CTSB"	"CTSB-242"	"protein_coding"
"8"	11847679	11847822	"-"	"CDS"	"CTSB"	"CTSB-242"	"protein_coding"
"8"	11847052	11847168	"-"	"exon"	"CTSB"	"CTSB-242"	"protein_coding"
"8"	11847052	11847168	"-"	"CDS"	"CTSB"	"CTSB-242"	"protein_coding"
"8"	11845661	11845789	"-"	"exon"	"CTSB"	"CTSB-242"	"protein_coding"
"8"	11845661	11845789	"-"	"CDS"	"CTSB"	"CTSB-242"	"protein_coding"
"8"	11843027	11845222	"-"	"exon"	"CTSB"	"CTSB-242"	"protein_coding"
"8"	11845128	11845222	"-"	"CDS"	"CTSB"	"CTSB-242"	"protein_coding"
"8"	11845125	11845127	"-"	"stop_codon"	"CTSB"	"CTSB-242"	"protein_coding"
"8"	11868001	11868112	"-"	"five_prime_utr"	"CTSB"	"CTSB-242"	"protein_coding"
"8"	11864376	11864483	"-"	"five_prime_utr"	"CTSB"	"CTSB-242"	"protein_coding"
"8"	11853455	11853479	"-"	"five_prime_utr"	"CTSB"	"CTSB-242"	"protein_coding"
"8"	11843027	11845124	"-"	"three_prime_utr"	"CTSB"	"CTSB-242"	"protein_coding"
"8"	11843034	11868136	"-"	"transcript"	"CTSB"	"CTSB-237"	"protein_coding"
"8"	11868001	11868136	"-"	"exon"	"CTSB"	"CTSB-237"	"protein_coding"
"8"	11853329	11853479	"-"	"exon"	"CTSB"	"CTSB-237"	"protein_coding"
"8"	11853329	11853454	"-"	"CDS"	"CTSB"	"CTSB-237"	"protein_coding"
"8"	11853452	11853454	"-"	"start_codon"	"CTSB"	"CTSB-237"	"protein_coding"
"8"	11852610	11852695	"-"	"exon"	"CTSB"	"CTSB-237"	"protein_coding"
"8"	11852610	11852695	"-"	"CDS"	"CTSB"	"CTSB-237"	"protein_coding"
"8"	11850866	11850980	"-"	"exon"	"CTSB"	"CTSB-237"	"protein_coding"
"8"	11850866	11850980	"-"	"CDS"	"CTSB"	"CTSB-237"	"protein_coding"
"8"	11849046	11849164	"-"	"exon"	"CTSB"	"CTSB-237"	"protein_coding"
"8"	11849046	11849164	"-"	"CDS"	"CTSB"	"CTSB-237"	"protein_coding"
"8"	11848067	11848152	"-"	"exon"	"CTSB"	"CTSB-237"	"protein_coding"
"8"	11848067	11848152	"-"	"CDS"	"CTSB"	"CTSB-237"	"protein_coding"
"8"	11847052	11847168	"-"	"exon"	"CTSB"	"CTSB-237"	"protein_coding"
"8"	11847052	11847168	"-"	"CDS"	"CTSB"	"CTSB-237"	"protein_coding"
"8"	11845661	11845789	"-"	"exon"	"CTSB"	"CTSB-237"	"protein_coding"
"8"	11845661	11845789	"-"	"CDS"	"CTSB"	"CTSB-237"	"protein_coding"
"8"	11843034	11845222	"-"	"exon"	"CTSB"	"CTSB-237"	"protein_coding"
"8"	11845128	11845222	"-"	"CDS"	"CTSB"	"CTSB-237"	"protein_coding"
"8"	11845125	11845127	"-"	"stop_codon"	"CTSB"	"CTSB-237"	"protein_coding"
"8"	11868001	11868136	"-"	"five_prime_utr"	"CTSB"	"CTSB-237"	"protein_coding"
"8"	11853455	11853479	"-"	"five_prime_utr"	"CTSB"	"CTSB-237"	"protein_coding"
"8"	11843034	11845124	"-"	"three_prime_utr"	"CTSB"	"CTSB-237"	"protein_coding"
"8"	11843134	11868113	"-"	"transcript"	"CTSB"	"CTSB-231"	"protein_coding"
"8"	11868001	11868113	"-"	"exon"	"CTSB"	"CTSB-231"	"protein_coding"
"8"	11853329	11853479	"-"	"exon"	"CTSB"	"CTSB-231"	"protein_coding"
"8"	11853329	11853454	"-"	"CDS"	"CTSB"	"CTSB-231"	"protein_coding"
"8"	11853452	11853454	"-"	"start_codon"	"CTSB"	"CTSB-231"	"protein_coding"
"8"	11852610	11852695	"-"	"exon"	"CTSB"	"CTSB-231"	"protein_coding"
"8"	11852610	11852695	"-"	"CDS"	"CTSB"	"CTSB-231"	"protein_coding"
"8"	11850866	11850980	"-"	"exon"	"CTSB"	"CTSB-231"	"protein_coding"
"8"	11850866	11850980	"-"	"CDS"	"CTSB"	"CTSB-231"	"protein_coding"
"8"	11849046	11849164	"-"	"exon"	"CTSB"	"CTSB-231"	"protein_coding"
"8"	11849046	11849164	"-"	"CDS"	"CTSB"	"CTSB-231"	"protein_coding"
"8"	11848067	11848152	"-"	"exon"	"CTSB"	"CTSB-231"	"protein_coding"
"8"	11848067	11848152	"-"	"CDS"	"CTSB"	"CTSB-231"	"protein_coding"
"8"	11847679	11847822	"-"	"exon"	"CTSB"	"CTSB-231"	"protein_coding"
"8"	11847679	11847822	"-"	"CDS"	"CTSB"	"CTSB-231"	"protein_coding"
"8"	11847052	11847168	"-"	"exon"	"CTSB"	"CTSB-231"	"protein_coding"
"8"	11847052	11847168	"-"	"CDS"	"CTSB"	"CTSB-231"	"protein_coding"
"8"	11845661	11845789	"-"	"exon"	"CTSB"	"CTSB-231"	"protein_coding"
"8"	11845661	11845789	"-"	"CDS"	"CTSB"	"CTSB-231"	"protein_coding"
"8"	11843134	11844241	"-"	"exon"	"CTSB"	"CTSB-231"	"protein_coding"
"8"	11844192	11844241	"-"	"CDS"	"CTSB"	"CTSB-231"	"protein_coding"
"8"	11844189	11844191	"-"	"stop_codon"	"CTSB"	"CTSB-231"	"protein_coding"
"8"	11868001	11868113	"-"	"five_prime_utr"	"CTSB"	"CTSB-231"	"protein_coding"
"8"	11853455	11853479	"-"	"five_prime_utr"	"CTSB"	"CTSB-231"	"protein_coding"
"8"	11843134	11844188	"-"	"three_prime_utr"	"CTSB"	"CTSB-231"	"protein_coding"
"8"	11843140	11868112	"-"	"transcript"	"CTSB"	"CTSB-219"	"protein_coding"
"8"	11868001	11868112	"-"	"exon"	"CTSB"	"CTSB-219"	"protein_coding"
"8"	11864376	11864463	"-"	"exon"	"CTSB"	"CTSB-219"	"protein_coding"
"8"	11853329	11853479	"-"	"exon"	"CTSB"	"CTSB-219"	"protein_coding"
"8"	11853329	11853454	"-"	"CDS"	"CTSB"	"CTSB-219"	"protein_coding"
"8"	11853452	11853454	"-"	"start_codon"	"CTSB"	"CTSB-219"	"protein_coding"
"8"	11852610	11852695	"-"	"exon"	"CTSB"	"CTSB-219"	"protein_coding"
"8"	11852610	11852695	"-"	"CDS"	"CTSB"	"CTSB-219"	"protein_coding"
"8"	11850866	11850980	"-"	"exon"	"CTSB"	"CTSB-219"	"protein_coding"
"8"	11850866	11850980	"-"	"CDS"	"CTSB"	"CTSB-219"	"protein_coding"
"8"	11849046	11849164	"-"	"exon"	"CTSB"	"CTSB-219"	"protein_coding"
"8"	11849046	11849164	"-"	"CDS"	"CTSB"	"CTSB-219"	"protein_coding"
"8"	11848067	11848152	"-"	"exon"	"CTSB"	"CTSB-219"	"protein_coding"
"8"	11848067	11848152	"-"	"CDS"	"CTSB"	"CTSB-219"	"protein_coding"
"8"	11847679	11847822	"-"	"exon"	"CTSB"	"CTSB-219"	"protein_coding"
"8"	11847679	11847822	"-"	"CDS"	"CTSB"	"CTSB-219"	"protein_coding"
"8"	11847052	11847168	"-"	"exon"	"CTSB"	"CTSB-219"	"protein_coding"
"8"	11847052	11847168	"-"	"CDS"	"CTSB"	"CTSB-219"	"protein_coding"
"8"	11845661	11845789	"-"	"exon"	"CTSB"	"CTSB-219"	"protein_coding"
"8"	11845661	11845789	"-"	"CDS"	"CTSB"	"CTSB-219"	"protein_coding"
"8"	11845082	11845222	"-"	"exon"	"CTSB"	"CTSB-219"	"protein_coding"
"8"	11845128	11845222	"-"	"CDS"	"CTSB"	"CTSB-219"	"protein_coding"
"8"	11845125	11845127	"-"	"stop_codon"	"CTSB"	"CTSB-219"	"protein_coding"
"8"	11843140	11844241	"-"	"exon"	"CTSB"	"CTSB-219"	"protein_coding"
"8"	11868001	11868112	"-"	"five_prime_utr"	"CTSB"	"CTSB-219"	"protein_coding"
"8"	11864376	11864463	"-"	"five_prime_utr"	"CTSB"	"CTSB-219"	"protein_coding"
"8"	11853455	11853479	"-"	"five_prime_utr"	"CTSB"	"CTSB-219"	"protein_coding"
"8"	11845082	11845124	"-"	"three_prime_utr"	"CTSB"	"CTSB-219"	"protein_coding"
"8"	11843140	11844241	"-"	"three_prime_utr"	"CTSB"	"CTSB-219"	"protein_coding"
"8"	11843159	11868114	"-"	"transcript"	"CTSB"	"CTSB-256"	"protein_coding"
"8"	11868001	11868114	"-"	"exon"	"CTSB"	"CTSB-256"	"protein_coding"
"8"	11850866	11850980	"-"	"exon"	"CTSB"	"CTSB-256"	"protein_coding"
"8"	11850866	11850976	"-"	"CDS"	"CTSB"	"CTSB-256"	"protein_coding"
"8"	11850974	11850976	"-"	"start_codon"	"CTSB"	"CTSB-256"	"protein_coding"
"8"	11849046	11849164	"-"	"exon"	"CTSB"	"CTSB-256"	"protein_coding"
"8"	11849046	11849164	"-"	"CDS"	"CTSB"	"CTSB-256"	"protein_coding"
"8"	11848067	11848152	"-"	"exon"	"CTSB"	"CTSB-256"	"protein_coding"
"8"	11848067	11848152	"-"	"CDS"	"CTSB"	"CTSB-256"	"protein_coding"
"8"	11847679	11847822	"-"	"exon"	"CTSB"	"CTSB-256"	"protein_coding"
"8"	11847679	11847822	"-"	"CDS"	"CTSB"	"CTSB-256"	"protein_coding"
"8"	11847052	11847168	"-"	"exon"	"CTSB"	"CTSB-256"	"protein_coding"
"8"	11847052	11847168	"-"	"CDS"	"CTSB"	"CTSB-256"	"protein_coding"
"8"	11845661	11845789	"-"	"exon"	"CTSB"	"CTSB-256"	"protein_coding"
"8"	11845661	11845789	"-"	"CDS"	"CTSB"	"CTSB-256"	"protein_coding"
"8"	11843159	11845222	"-"	"exon"	"CTSB"	"CTSB-256"	"protein_coding"
"8"	11845128	11845222	"-"	"CDS"	"CTSB"	"CTSB-256"	"protein_coding"
"8"	11845125	11845127	"-"	"stop_codon"	"CTSB"	"CTSB-256"	"protein_coding"
"8"	11868001	11868114	"-"	"five_prime_utr"	"CTSB"	"CTSB-256"	"protein_coding"
"8"	11850977	11850980	"-"	"five_prime_utr"	"CTSB"	"CTSB-256"	"protein_coding"
"8"	11843159	11845124	"-"	"three_prime_utr"	"CTSB"	"CTSB-256"	"protein_coding"
"8"	11843182	11868076	"-"	"transcript"	"CTSB"	"CTSB-251"	"protein_coding"
"8"	11867254	11868076	"-"	"exon"	"CTSB"	"CTSB-251"	"protein_coding"
"8"	11853329	11853479	"-"	"exon"	"CTSB"	"CTSB-251"	"protein_coding"
"8"	11853329	11853454	"-"	"CDS"	"CTSB"	"CTSB-251"	"protein_coding"
"8"	11853452	11853454	"-"	"start_codon"	"CTSB"	"CTSB-251"	"protein_coding"
"8"	11852610	11852695	"-"	"exon"	"CTSB"	"CTSB-251"	"protein_coding"
"8"	11852610	11852695	"-"	"CDS"	"CTSB"	"CTSB-251"	"protein_coding"
"8"	11850866	11850980	"-"	"exon"	"CTSB"	"CTSB-251"	"protein_coding"
"8"	11850866	11850980	"-"	"CDS"	"CTSB"	"CTSB-251"	"protein_coding"
"8"	11849046	11849164	"-"	"exon"	"CTSB"	"CTSB-251"	"protein_coding"
"8"	11849046	11849164	"-"	"CDS"	"CTSB"	"CTSB-251"	"protein_coding"
"8"	11848067	11848152	"-"	"exon"	"CTSB"	"CTSB-251"	"protein_coding"
"8"	11848067	11848152	"-"	"CDS"	"CTSB"	"CTSB-251"	"protein_coding"
"8"	11847679	11847822	"-"	"exon"	"CTSB"	"CTSB-251"	"protein_coding"
"8"	11847679	11847822	"-"	"CDS"	"CTSB"	"CTSB-251"	"protein_coding"
"8"	11847052	11847168	"-"	"exon"	"CTSB"	"CTSB-251"	"protein_coding"
"8"	11847052	11847168	"-"	"CDS"	"CTSB"	"CTSB-251"	"protein_coding"
"8"	11845661	11845789	"-"	"exon"	"CTSB"	"CTSB-251"	"protein_coding"
"8"	11845661	11845789	"-"	"CDS"	"CTSB"	"CTSB-251"	"protein_coding"
"8"	11843182	11845222	"-"	"exon"	"CTSB"	"CTSB-251"	"protein_coding"
"8"	11845128	11845222	"-"	"CDS"	"CTSB"	"CTSB-251"	"protein_coding"
"8"	11845125	11845127	"-"	"stop_codon"	"CTSB"	"CTSB-251"	"protein_coding"
"8"	11867254	11868076	"-"	"five_prime_utr"	"CTSB"	"CTSB-251"	"protein_coding"
"8"	11853455	11853479	"-"	"five_prime_utr"	"CTSB"	"CTSB-251"	"protein_coding"
