"Regulator_ENSG","Target_ENSG","MI","pvalue","Target_symbol","Regulator_symbol","chromosome_name","start_position","end_position","Gene.Start.MinusKB","Gene.end.PlusKB"
"ENSG00000103510","ENSG00000128951",0.367711701041317,0,"DUT","KAT8","15",48623208,48635570,48523208,48735570
"ENSG00000172534","ENSG00000100593",0.334271778905249,0,"ISM2","HCFC1","14",77940740,77965210,77840740,78065210
"ENSG00000103510","ENSG00000115657",0.438138329935956,0,"ABCB6","KAT8","2",220074490,220083712,219974490,220183712
"ENSG00000187778","ENSG00000254470",0.403290887556174,0,"AP5B1","MCRS1","11",65543364,65548273,65443364,65648273
"ENSG00000147162","ENSG00000110844",0.400480045042962,0,"PRPF40B","OGT","12",49962001,50038449,49862001,50138449
"ENSG00000120071","ENSG00000090615",0.500122975015428,0,"GOLGA3","KANSL1","12",133345495,133405444,133245495,133505444
"ENSG00000120071","ENSG00000219410",0.386832137631745,0,"RP4-761J14.8","KANSL1","12",6772426,6781235,6672426,6881235
"ENSG00000187778","ENSG00000110628",0.350468504220847,0,"SLC22A18","MCRS1","11",2920951,2946476,2820951,3046476
"ENSG00000196363","ENSG00000116514",0.399524561540217,0,"RNF19B","WDR5","1",33402046,33430286,33302046,33530286
"ENSG00000187778","ENSG00000135931",0.525560334786505,0,"ARMC9","MCRS1","2",232063260,232239548,231963260,232339548
"ENSG00000196363","ENSG00000130816",0.513420133710758,0,"DNMT1","WDR5","19",10244021,10341962,10144021,10441962
"ENSG00000196363","ENSG00000130813",0.541856702664623,0,"SHFL","WDR5","19",10196798,10203928,10096798,10303928
"ENSG00000187778","ENSG00000110619",0.429896774415389,0,"CARS1","MCRS1","11",3022152,3078843,2922152,3178843
"ENSG00000196363","ENSG00000130811",0.420060245008217,0,"EIF3G","WDR5","19",10225693,10230596,10125693,10330596
"ENSG00000196363","ENSG00000116521",0.497063521560007,0,"SCAMP3","WDR5","1",155225770,155232221,155125770,155332221
"ENSG00000187778","ENSG00000135940",0.318600746978969,0,"COX5B","MCRS1","2",98262503,98264846,98162503,98364846
"ENSG00000120071","ENSG00000255091",0.406613768695183,0,"RP11-495O11.1","KANSL1","11",45673079,45674241,45573079,45774241
"ENSG00000196363","ENSG00000009950",0.420228646278396,0,"MLXIPL","WDR5","7",73007524,73038873,72907524,73138873
"ENSG00000120071","ENSG00000137802",0.458771768205983,0,"MAPKBP1","KANSL1","15",42066632,42120053,41966632,42220053
"ENSG00000172534","ENSG00000267002",0.370975206540065,0,"RP11-242D8.1","HCFC1","17",41316200,41322420,41216200,41422420
"ENSG00000172534","ENSG00000271984",0.464909453327555,0,"ENSG00000271984","HCFC1","20",44521333,44522058,44421333,44622058
"ENSG00000196363","ENSG00000104522",0.465940256828916,0,"GFUS","WDR5","8",144694788,144700218,144594788,144800218
"ENSG00000172534","ENSG00000137802",0.443999848540429,0,"MAPKBP1","HCFC1","15",42066632,42120053,41966632,42220053
"ENSG00000187778","ENSG00000108344",0.566906187408329,0,"PSMD3","MCRS1","17",38137050,38154213,38037050,38254213
"ENSG00000103510","ENSG00000260441",0.345912261213685,0,"RP11-96D1.7","KAT8","16",68290065,68294346,68190065,68394346
"ENSG00000196363","ENSG00000261373",0.528224615180055,0,"VPS9D1-AS1","WDR5","16",89778264,89784573,89678264,89884573
"ENSG00000172534","ENSG00000112511",0.431923568023685,0,"PHF1","HCFC1","6",33378176,33384230,33278176,33484230
"ENSG00000103510","ENSG00000261786",0.371838634235479,3.10928906261942e-05,"RP4-555D20.2","KAT8","3",44158791,44163857,44058791,44263857
"ENSG00000120071","ENSG00000125834",0.499885230749531,0,"STK35","KANSL1","20",2082257,2157684,1982257,2257684
"ENSG00000172534","ENSG00000255091",0.437896956451265,0,"RP11-495O11.1","HCFC1","11",45673079,45674241,45573079,45774241
"ENSG00000196363","ENSG00000260054",0.501486422810459,0,"RP11-611L7.1","WDR5","7",6694495,6696063,6594495,6796063
"ENSG00000120071","ENSG00000111203",0.426762927577506,0,"ITFG2","KANSL1","12",2921788,2968957,2821788,3068957
"ENSG00000120071","ENSG00000064309",0.364995577417437,0,"CDON","KANSL1","11",125825691,125933230,125725691,126033230
"ENSG00000187778","ENSG00000108312",0.488000645357132,0,"UBTF","MCRS1","17",42282401,42298994,42182401,42398994
"ENSG00000196363","ENSG00000273333",0.394736191408212,0,"ENSG00000273333","WDR5","6",32152516,32153659,32052516,32253659
"ENSG00000103510","ENSG00000175213",0.32890070815073,0,"ZNF408","KAT8","11",46722368,46727462,46622368,46827462
"ENSG00000196363","ENSG00000177519",0.343560986595683,0,"RPRM","WDR5","2",154333852,154335322,154233852,154435322
"ENSG00000196363","ENSG00000141560",0.344551709740801,0,"FN3KRP","WDR5","17",80674559,80688204,80574559,80788204
"ENSG00000196363","ENSG00000115274",0.543639918071386,0,"INO80B","WDR5","2",74682150,74688011,74582150,74788011
"ENSG00000147162","ENSG00000037637",0.450333957672116,0,"FBXO42","OGT","1",16573334,16678949,16473334,16778949
"ENSG00000196363","ENSG00000141568",0.621971142784918,0,"FOXK2","WDR5","17",80477589,80602538,80377589,80702538
"ENSG00000196363","ENSG00000141562",0.651993105677654,0,"NARF","WDR5","17",80416056,80448413,80316056,80548413
"ENSG00000120071","ENSG00000232354",0.401403615455287,0,"VIPR1-AS1","KANSL1","3",42548016,42574750,42448016,42674750
"ENSG00000196363","ENSG00000141564",0.472920307271268,0,"RPTOR","WDR5","17",78518619,78940171,78418619,79040171
"ENSG00000120071","ENSG00000257653",0.439249647504257,0,"RP11-579D7.2","KANSL1","12",49159977,49161106,49059977,49261106
"ENSG00000187778","ENSG00000171502",0.315828520198638,0,"COL24A1","MCRS1","1",86194916,86622626,86094916,86722626
"ENSG00000147162","ENSG00000049618",0.436097059089365,0,"ARID1B","OGT","6",157099063,157531913,156999063,157631913
"ENSG00000196363","ENSG00000141570",0.359240262896727,0,"CBX8","WDR5","17",77765931,77775482,77665931,77875482
"ENSG00000172534","ENSG00000197483",0.384545840091785,0,"ZNF628","HCFC1","19",55987699,55995854,55887699,56095854
"ENSG00000187778","ENSG00000145214",0.619217642823439,0,"DGKQ","MCRS1","4",952675,980683,852675,1080683
"ENSG00000196363","ENSG00000115275",0.531912114056624,0,"MOGS","WDR5","2",74688184,74692537,74588184,74792537
"ENSG00000187778","ENSG00000134575",0.549575741161741,0,"ACP2","MCRS1","11",47260853,47270457,47160853,47370457
"ENSG00000196363","ENSG00000141582",0.543008980265921,0,"CBX4","WDR5","17",77806955,77813228,77706955,77913228
"ENSG00000196363","ENSG00000166887",0.469475678119107,0,"VPS39","WDR5","15",42450899,42500514,42350899,42600514
"ENSG00000196363","ENSG00000166886",0.48723720625097,0,"NAB2","WDR5","12",57482677,57489259,57382677,57589259
"ENSG00000196363","ENSG00000103264",0.612181636635321,0,"FBXO31","WDR5","16",87360593,87425748,87260593,87525748
"ENSG00000172534","ENSG00000196123",0.461922115855646,0,"KIAA0895L","HCFC1","16",67209505,67217943,67109505,67317943
"ENSG00000103510","ENSG00000138297",0.346114614144261,0,"TIMM23","KAT8","10",51592080,51623365,51492080,51723365
"ENSG00000196363","ENSG00000166888",0.414760644664104,0,"STAT6","WDR5","12",57489191,57525922,57389191,57625922
"ENSG00000187778","ENSG00000146556",0.376729797142844,0,"WASH2P","MCRS1","2",114341664,114356655,114241664,114456655
"ENSG00000103510","ENSG00000164535",0.452101585983832,0,"DAGLB","KAT8","7",6448757,6523821,6348757,6623821
"ENSG00000120071","ENSG00000267002",0.422606874297585,0,"RP11-242D8.1","KANSL1","17",41316200,41322420,41216200,41422420
"ENSG00000187778","ENSG00000133250",0.458878309745184,0,"ZNF414","MCRS1","19",8575462,8579048,8475462,8679048
"ENSG00000196363","ENSG00000103275",0.585259863632188,0,"UBE2I","WDR5","16",1355548,1377019,1255548,1477019
"ENSG00000196363","ENSG00000165548",0.556936967125555,0,"TMEM63C","WDR5","14",77582911,77725838,77482911,77825838
"ENSG00000172534","ENSG00000198793",0.466567290316205,0,"MTOR","HCFC1","1",11166592,11322564,11066592,11422564
"ENSG00000172534","ENSG00000198792",0.463117210352826,0,"TMEM184B","HCFC1","22",38615298,38669040,38515298,38769040
"ENSG00000103510","ENSG00000165879",0.319311650673077,0,"FRAT1","KAT8","10",99079022,99081672,98979022,99181672
"ENSG00000172534","ENSG00000004777",0.388344596781378,0,"ARHGAP33","HCFC1","19",36265434,36279724,36165434,36379724
"ENSG00000196363","ENSG00000116584",0.485310141882468,0,"ARHGEF2","WDR5","1",155916630,155976861,155816630,156076861
"ENSG00000196363","ENSG00000103249",0.447086171801824,0,"CLCN7","WDR5","16",1494935,1525581,1394935,1625581
"ENSG00000196363","ENSG00000103245",0.519306674867018,0,"CIAO3","WDR5","16",779753,791329,679753,891329
"ENSG00000196363","ENSG00000115226",0.454266309417431,0,"FNDC4","WDR5","2",27714750,27718112,27614750,27818112
"ENSG00000187778","ENSG00000135847",0.469805101764114,0,"ACBD6","MCRS1","1",180244515,180472089,180144515,180572089
"ENSG00000187778","ENSG00000135845",0.353378218975279,0,"PIGC","MCRS1","1",172339329,172413230,172239329,172513230
"ENSG00000196363","ENSG00000115241",0.532520039896889,0,"PPM1G","WDR5","2",27604061,27632554,27504061,27732554
"ENSG00000172534","ENSG00000243156",0.373546876300792,0,"MICAL3","HCFC1","22",18270415,18507325,18170415,18607325
"ENSG00000172534","ENSG00000243155",0.47646024983893,0,"RP11-46A10.5","HCFC1","1",180913178,180945618,180813178,181045618
"ENSG00000196363","ENSG00000188229",0.499641604480151,0,"TUBB4B","WDR5","9",140135665,140138159,140035665,140238159
"ENSG00000147162","ENSG00000059122",0.339792509439024,0,"FLYWCH1","OGT","16",2961938,3001209,2861938,3101209
"ENSG00000196363","ENSG00000115234",0.51221822571635,0,"SNX17","WDR5","2",27593389,27599995,27493389,27699995
"ENSG00000187778","ENSG00000172803",0.393768995883417,0,"SNX32","MCRS1","11",65601112,65624367,65501112,65724367
"ENSG00000103510","ENSG00000260500",0.333043850324694,0,"CTD-3193O13.1","KAT8","19",7983537,7984042,7883537,8084042
"ENSG00000120071","ENSG00000270689",0.365992244702904,0,"BUD13P1","KANSL1","11",94876801,94878289,94776801,94978289
"ENSG00000196363","ENSG00000128524",0.436097460989985,2.14102716515896e-05,"ATP6V1F","WDR5","7",128502880,128505898,128402880,128605898
"ENSG00000196363","ENSG00000103222",0.537480832535353,0,"ABCC1","WDR5","16",16043434,16236931,15943434,16336931
"ENSG00000187778","ENSG00000122585",0.304768262946605,0,"NPY","MCRS1","7",24323782,24331484,24223782,24431484
"ENSG00000196363","ENSG00000115207",0.462359801704567,0,"GTF3C2","WDR5","2",27548716,27579868,27448716,27679868
"ENSG00000120071","ENSG00000234945",0.444309964595116,0,"GTF3C2-AS1","KANSL1","2",27558402,27565466,27458402,27665466
"ENSG00000196363","ENSG00000130844",0.426641666693082,0,"ZNF331","WDR5","19",54024235,54083523,53924235,54183523
"ENSG00000196363","ENSG00000115204",0.429975505196217,0.00837606041092398,"MPV17","WDR5","2",27532360,27548547,27432360,27648547
"ENSG00000187778","ENSG00000108294",0.473761982907542,0,"PSMB3","MCRS1","17",36908989,36920484,36808989,37020484
"ENSG00000103510","ENSG00000261845",0.401114417599762,0,"RP13-638C3.4","KAT8","17",80560865,80562054,80460865,80662054
"ENSG00000103510","ENSG00000175221",0.419046603355875,0,"MED16","KAT8","19",867962,893218,767962,993218
"ENSG00000103510","ENSG00000177885",0.39550515533939,0,"GRB2","KAT8","17",73314157,73401790,73214157,73501790
"ENSG00000172534","ENSG00000174791",0.355019496333856,0,"RIN1","HCFC1","11",66097713,66104311,65997713,66204311
"ENSG00000187778","ENSG00000122574",0.375500432548457,4.08214310221311e-06,"WIPF3","MCRS1","7",29846102,29956682,29746102,30056682
"ENSG00000172534","ENSG00000256443",0.362309975938513,0,"RP11-794G24.1","HCFC1","11",61306988,61309731,61206988,61409731
"ENSG00000147162","ENSG00000254680",0.452927699827334,0,"RP11-265D17.2","OGT","11",12282973,12284720,12182973,12384720
"ENSG00000196363","ENSG00000178896",0.46312157955825,0,"EXOSC4","WDR5","8",145133529,145135550,145033529,145235550
"ENSG00000196363","ENSG00000115216",0.554072880782936,0,"NRBP1","WDR5","2",27650657,27665126,27550657,27765126
"ENSG00000196363","ENSG00000115211",0.443303988434055,0,"EIF2B4","WDR5","2",27587219,27593353,27487219,27693353
"ENSG00000187778","ENSG00000184897",0.368941543985964,4.3056225251803e-11,"H1-10","MCRS1","3",129033615,129035120,128933615,129135120
"ENSG00000172534","ENSG00000198728",0.44900278203607,0,"LDB1","HCFC1","10",103867317,103880210,103767317,103980210
"ENSG00000172534","ENSG00000198722",0.455015594390514,0,"UNC13B","HCFC1","9",35161999,35405335,35061999,35505335
"ENSG00000172534","ENSG00000198720",0.505046203262026,0,"ANKRD13B","HCFC1","17",27916787,27941779,27816787,28041779
"ENSG00000187778","ENSG00000231851",0.456258414652909,0,"MRPS9-AS1","MCRS1","2",105713510,105719402,105613510,105819402
"ENSG00000187778","ENSG00000205559",0.327535167016842,0,"CHKB-DT","MCRS1","22",51021455,51022306,50921455,51122306
"ENSG00000196363","ENSG00000249602",0.373751028774192,0,"RP11-98D18.3","WDR5","1",151735860,151741977,151635860,151841977
"ENSG00000187778","ENSG00000204220",0.394691777961736,0,"PFDN6","MCRS1","6",33257079,33266178,33157079,33366178
"ENSG00000147162","ENSG00000072110",0.433850329489339,0,"ACTN1","OGT","14",69340860,69446157,69240860,69546157
"ENSG00000103510","ENSG00000127527",0.398816604121784,0,"EPS15L1","KAT8","19",16466050,16582896,16366050,16682896
"ENSG00000187778","ENSG00000230532",0.342724404920293,0,"AC091133.1","MCRS1","17",47009153,47014462,46909153,47114462
"ENSG00000187778","ENSG00000204237",0.35037778325052,0,"OXLD1","MCRS1","17",79632066,79633665,79532066,79733665
"ENSG00000103510","ENSG00000116883",0.38625390111107,0,"RP11-268J15.5","KAT8","1",36789335,36794822,36689335,36894822
"ENSG00000187778","ENSG00000002822",0.475745803476831,0,"MAD1L1","MCRS1","7",1855429,2272878,1755429,2372878
"ENSG00000187778","ENSG00000204231",0.563640659606253,0,"RXRB","MCRS1","6",33161365,33168630,33061365,33268630
"ENSG00000172534","ENSG00000090615",0.459199389345837,0,"GOLGA3","HCFC1","12",133345495,133405444,133245495,133505444
"ENSG00000103510","ENSG00000116898",0.437834639504722,0,"MRPS15","KAT8","1",36921319,36930038,36821319,37030038
"ENSG00000103510","ENSG00000141854",0.332046933453789,0,"MISP3","KAT8","19",14183348,14185874,14083348,14285874
"ENSG00000103510","ENSG00000140521",0.408315642334069,3.10928906261942e-05,"POLG","KAT8","15",89859534,89878092,89759534,89978092
"ENSG00000196363","ENSG00000213672",0.555937160108008,0,"NCKIPSD","WDR5","3",48701364,48723797,48601364,48823797
"ENSG00000187778","ENSG00000121297",0.346867060847125,0,"TSHZ3","MCRS1","19",31765851,31840453,31665851,31940453
"ENSG00000196363","ENSG00000141505",0.413397794505044,0,"ASGR1","WDR5","17",7076750,7082883,6976750,7182883
"ENSG00000196363","ENSG00000213676",0.435432196067317,0,"ATF6B","WDR5","6",32065953,32096030,31965953,32196030
"ENSG00000120071","ENSG00000197555",0.434597695615672,0.0285654005921661,"SIPA1L1","KANSL1","14",71787166,72207946,71687166,72307946
"ENSG00000147162","ENSG00000204351",0.345730125976599,0,"SKIV2L","OGT","6",31926857,31937532,31826857,32037532
"ENSG00000172534","ENSG00000162783",0.413218756075264,0,"IER5","HCFC1","1",181057638,181059977,180957638,181159977
"ENSG00000147162","ENSG00000169598",0.540243254611497,0,"DFFB","OGT","1",3773845,3801993,3673845,3901993
"ENSG00000196363","ENSG00000263900",0.474156745703797,0,"AC006483.1","WDR5","7",5567734,5567817,5467734,5667817
"ENSG00000187778","ENSG00000183520",0.359565526169768,0,"UTP11","MCRS1","1",38474930,38490496,38374930,38590496
"ENSG00000103510","ENSG00000126247",0.378825105327407,0,"CAPNS1","KAT8","19",36630477,36641255,36530477,36741255
"ENSG00000103510","ENSG00000066136",0.44814841062471,0,"NFYC","KAT8","1",41157320,41237275,41057320,41337275
"ENSG00000120071","ENSG00000185513",0.404534572384204,0,"L3MBTL1","KANSL1","20",42136320,42179590,42036320,42279590
"ENSG00000103510","ENSG00000126249",0.362089191877514,0,"PDCD2L","KAT8","19",34895289,34917073,34795289,35017073
"ENSG00000196363","ENSG00000141522",0.526733596524426,0,"ARHGDIA","WDR5","17",79825597,79829282,79725597,79929282
"ENSG00000187778","ENSG00000146576",0.460002627335304,0.000483393728298864,"INTS15","MCRS1","7",6629648,6648357,6529648,6748357
"ENSG00000120071","ENSG00000172273",0.548992186713147,0,"HINFP","KANSL1","11",118992297,119006752,118892297,119106752
"ENSG00000187778","ENSG00000169217",0.542243985563614,0,"CD2BP2","MCRS1","16",30362087,30366682,30262087,30466682
"ENSG00000103510","ENSG00000141873",0.351681539043937,0,"SLC39A3","KAT8","19",2732202,2740150,2632202,2840150
"ENSG00000103510","ENSG00000127580",0.454513743777707,0,"WDR24","KAT8","16",734622,740444,634622,840444
"ENSG00000196363","ENSG00000214944",0.457256684626273,0,"ARHGEF28","WDR5","5",72921983,73237818,72821983,73337818
"ENSG00000187778","ENSG00000158552",0.466773490866776,0,"ZFAND2B","MCRS1","2",220059959,220074373,219959959,220174373
"ENSG00000187778","ENSG00000159884",0.340040933208828,0,"CCDC107","MCRS1","9",35658301,35661508,35558301,35761508
"ENSG00000187778","ENSG00000182208",0.515918536935028,0,"MOB2","MCRS1","11",1490687,1522477,1390687,1622477
"ENSG00000103510","ENSG00000139546",0.386222388301564,0,"TARBP2","KAT8","12",53894705,53900215,53794705,54000215
"ENSG00000120071","ENSG00000172269",0.515832123492802,0,"DPAGT1","KANSL1","11",118967213,118979041,118867213,119079041
"ENSG00000187778","ENSG00000253200",0.46913818026402,0,"RP11-582J16.5","MCRS1","8",22471421,22474170,22371421,22574170
"ENSG00000187778","ENSG00000254531",0.508174558272201,0,"AP001816.1","MCRS1","4",102268937,102270040,102168937,102370040
"ENSG00000187778","ENSG00000171552",0.49446657158849,0,"BCL2L1","MCRS1","20",30252255,30311792,30152255,30411792
"ENSG00000187778","ENSG00000172889",0.37400436932064,0,"EGFL7","MCRS1","9",139553308,139567130,139453308,139667130
"ENSG00000187778","ENSG00000254501",0.357589770732818,0,"AP003068.9","MCRS1","11",64878186,64879167,64778186,64979167
"ENSG00000103510","ENSG00000079462",0.391535363548528,0,"PAFAH1B3","KAT8","19",42801185,42807698,42701185,42907698
"ENSG00000147162","ENSG00000228327",0.363868095866989,0,"RP11-206L10.2","OGT","1",700237,714006,600237,814006
"ENSG00000196363","ENSG00000115286",0.427878638915926,0,"NDUFS7","WDR5","19",1383526,1395583,1283526,1495583
"ENSG00000187778","ENSG00000169230",0.395208503067261,0,"PRELID1","MCRS1","5",176730775,176733960,176630775,176833960
"ENSG00000172534","ENSG00000076356",0.411918046093537,0,"PLXNA2","HCFC1","1",208195587,208417665,208095587,208517665
"ENSG00000147162","ENSG00000072195",0.346250733509351,0.0006076832060673,"SPEG","OGT","2",220299568,220363009,220199568,220463009
"ENSG00000187778","ENSG00000099795",0.365321205390733,0,"NDUFB7","MCRS1","19",14676890,14682874,14576890,14782874
"ENSG00000187778","ENSG00000184840",0.337101147077479,0,"TMED9","MCRS1","5",177019159,177023125,176919159,177123125
"ENSG00000196363","ENSG00000141556",0.599623312312552,0,"TBCD","WDR5","17",80709940,80900724,80609940,81000724
"ENSG00000196363","ENSG00000141551",0.59661062518002,0,"CSNK1D","WDR5","17",80196899,80231607,80096899,80331607
"ENSG00000120071","ENSG00000231025",0.373687380080168,0,"RP11-175O19.4","KANSL1","10",98752207,98755716,98652207,98855716
"ENSG00000120071","ENSG00000256310",0.335372364063896,0,"NDUFA5P6","KANSL1","12",127008794,127009172,126908794,127109172
"ENSG00000187778","ENSG00000169221",0.597056545638113,0,"TBC1D10B","MCRS1","16",30368423,30381585,30268423,30481585
"ENSG00000103510","ENSG00000140553",0.463643698398423,0,"UNC45A","KAT8","15",91473410,91497323,91373410,91597323
"ENSG00000196363","ENSG00000213640",0.366896757829594,0,"EEF1DP4","WDR5","7",64323377,64324748,64223377,64424748
"ENSG00000196363","ENSG00000071894",0.398942859657582,0,"CPSF1","WDR5","8",145618444,145634753,145518444,145734753
"ENSG00000187778","ENSG00000169228",0.575928401744908,0,"RAB24","MCRS1","5",176728199,176730745,176628199,176830745
"ENSG00000187778","ENSG00000171530",0.335469174823659,0,"TBCA","MCRS1","5",76986991,77164604,76886991,77264604
"ENSG00000196363","ENSG00000153531",0.437799612695075,0,"ADPRHL1","WDR5","13",114076260,114107839,113976260,114207839
"ENSG00000196363","ENSG00000032444",0.674601038697272,0,"PNPLA6","WDR5","19",7598890,7626650,7498890,7726650
"ENSG00000196363","ENSG00000236263",0.40484029344809,2.12844535329992e-07,"RP11-263K19.6","WDR5","1",155180942,155183610,155080942,155283610
"ENSG00000147162","ENSG00000131018",0.349577915181347,0,"SYNE1","OGT","6",152442819,152958936,152342819,153058936
"ENSG00000172534","ENSG00000063169",0.4050830156652,0,"BICRA","HCFC1","19",48111453,48206533,48011453,48306533
"ENSG00000196363","ENSG00000250579",0.357625583207672,1.91091356072093e-08,"ADAMTS16-DT","WDR5","5",5132893,5140167,5032893,5240167
"ENSG00000172534","ENSG00000087157",0.460343751874828,0,"PGS1","HCFC1","17",76374721,76421195,76274721,76521195
"ENSG00000196363","ENSG00000176095",0.543601301037038,0,"IP6K1","WDR5","3",49761727,49823975,49661727,49923975
"ENSG00000147162","ENSG00000156304",0.436428561234026,0,"SCAF4","OGT","21",33043346,33104388,32943346,33204388
"ENSG00000103510","ENSG00000116809",0.385957850232831,0,"ZBTB17","KAT8","1",16268364,16302627,16168364,16402627
"ENSG00000196363","ENSG00000261221",0.483768562578219,0,"ZNF865","WDR5","19",56116771,56128635,56016771,56228635
"ENSG00000196363","ENSG00000249592",0.420134441824928,0,"PCGF3-AS1","WDR5","4",756175,775637,656175,875637
"ENSG00000103510","ENSG00000103502",0.404502118064098,0,"CDIPT","KAT8","16",29869678,29875057,29769678,29975057
"ENSG00000187778","ENSG00000076924",0.469532228656652,0,"XAB2","MCRS1","19",7684411,7694451,7584411,7794451
"ENSG00000120071","ENSG00000185619",0.481792333495197,0,"PCGF3","KANSL1","4",699537,764428,599537,864428
"ENSG00000120071","ENSG00000198920",0.475985808975676,0,"KIAA0753","KANSL1","17",6481468,6544247,6381468,6644247
"ENSG00000172534","ENSG00000112658",0.411592979838511,0,"SRF","HCFC1","6",43139037,43149243,43039037,43249243
"ENSG00000172534","ENSG00000112659",0.497945122253561,0,"CUL9","HCFC1","6",43149913,43192325,43049913,43292325
"ENSG00000147162","ENSG00000183914",0.348685808321118,0,"DNAH2","OGT","17",7620672,7737062,7520672,7837062
"ENSG00000120071","ENSG00000088247",0.467459009264001,0,"KHSRP","KANSL1","19",6413359,6424805,6313359,6524805
"ENSG00000196363","ENSG00000006194",0.615538701246653,0,"ZNF263","WDR5","16",3313743,3351401,3213743,3451401
"ENSG00000120071","ENSG00000135372",0.39314624609002,0,"NAT10","KANSL1","11",34127149,34169217,34027149,34269217
"ENSG00000147162","ENSG00000120327",0.357054628321705,0,"PCDHB14","OGT","5",140602931,140605858,140502931,140705858
"ENSG00000187778","ENSG00000075618",0.490823550706778,0,"FSCN1","MCRS1","7",5632439,5646286,5532439,5746286
"ENSG00000196363","ENSG00000224222",0.422367080861068,0,"LINC02636","WDR5","10",71754382,71767592,71654382,71867592
"ENSG00000120071","ENSG00000136699",0.523841427616484,0,"SMPD4","KANSL1","2",130908981,130940323,130808981,131040323
"ENSG00000187778","ENSG00000265257",0.388913808612723,0,"RP11-21J18.1","MCRS1","18",9102734,9254344,9002734,9354344
"ENSG00000187778","ENSG00000075624",0.413057137561048,0,"ACTB","MCRS1","7",5566782,5603415,5466782,5703415
"ENSG00000172534","ENSG00000110046",0.38623923431663,0,"ATG2A","HCFC1","11",64662007,64684722,64562007,64784722
"ENSG00000172534","ENSG00000149925",0.449684924440482,0,"ALDOA","HCFC1","16",30064411,30081778,29964411,30181778
"ENSG00000196363","ENSG00000236200",0.564036946452466,0,"KDM4A-AS1","WDR5","1",44165436,44173809,44065436,44273809
"ENSG00000147162","ENSG00000120341",0.493046466205847,0,"SEC16B","OGT","1",177893091,177953438,177793091,178053438
"ENSG00000120071","ENSG00000089558",0.329403453354045,0,"KCNH4","KANSL1","17",40308909,40333296,40208909,40433296
"ENSG00000196363","ENSG00000263843",0.339574779431267,0,"MIF4GD-DT","WDR5","17",73267450,73269976,73167450,73369976
"ENSG00000103510","ENSG00000127511",0.459181205548174,0,"SIN3B","KAT8","19",16940211,16991164,16840211,17091164
"ENSG00000103510","ENSG00000103549",0.434121040979936,0,"RNF40","KAT8","16",30773066,30787628,30673066,30887628
"ENSG00000103510","ENSG00000116857",0.346615024612403,4.3056225251803e-11,"TMEM9","KAT8","1",201103900,201140702,201003900,201240702
"ENSG00000172534","ENSG00000149930",0.584491880398627,0,"TAOK2","HCFC1","16",29984962,30003582,29884962,30103582
"ENSG00000120071","ENSG00000146021",0.487682600185742,0,"KLHL3","KANSL1","5",136953189,137071779,136853189,137171779
"ENSG00000103510","ENSG00000116863",0.460391335950888,0,"ADPRS","KAT8","1",36554476,36559533,36454476,36659533
"ENSG00000196363","ENSG00000263823",0.412890670290835,0,"RP11-326K13.4","WDR5","18",29522538,29524119,29422538,29624119
"ENSG00000187778","ENSG00000169180",0.505802094480684,1.21927401508515e-07,"XPO6","MCRS1","16",28109300,28223241,28009300,28323241
"ENSG00000147162","ENSG00000230805",0.334636592851118,0,"AL132709.1","OGT","14",101540206,101544247,101440206,101644247
"ENSG00000196363","ENSG00000130706",0.543128340467967,0,"ADRM1","WDR5","20",60877149,60883918,60777149,60983918
"ENSG00000103510","ENSG00000259536",0.346507733578096,0,"RP11-111A22.1","KAT8","15",40780240,40850183,40680240,40950183
"ENSG00000196363","ENSG00000164048",0.354313598083316,0,"ZNF589","WDR5","3",48282590,48340743,48182590,48440743
"ENSG00000187778","ENSG00000123810",0.4501191342855,0,"B9D2","MCRS1","19",41860326,41870078,41760326,41970078
"ENSG00000120071","ENSG00000076201",0.488189739116942,0,"PTPN23","KANSL1","3",47422501,47454931,47322501,47554931
"ENSG00000196363","ENSG00000164032",0.420422125140181,0,"H2AZ1","WDR5","4",100869243,100871545,100769243,100971545
"ENSG00000196363","ENSG00000105755",0.33683914911284,0,"ETHE1","WDR5","19",44010871,44031396,43910871,44131396
"ENSG00000196363","ENSG00000180992",0.457471540953199,0,"MRPL14","WDR5","6",44081194,44095194,43981194,44195194
"ENSG00000196363","ENSG00000153395",0.416726075816665,0,"LPCAT1","WDR5","5",1456595,1524092,1356595,1624092
"ENSG00000187778","ENSG00000012061",0.486057404682986,0,"ERCC1","MCRS1","19",45910591,45982086,45810591,46082086
"ENSG00000172534","ENSG00000244257",0.342839069861903,2.0784414189734e-09,"PKD1P1","HCFC1","16",16404198,16428047,16304198,16528047
"ENSG00000147162","ENSG00000122966",0.471716654148128,0,"CIT","OGT","12",120123595,120315095,120023595,120415095
"ENSG00000103510","ENSG00000272521",0.353010671596206,8.84335333228847e-06,"ENSG00000272521","KAT8","20",32244893,32245415,32144893,32345415
"ENSG00000103510","ENSG00000163161",0.412714025623055,0,"ERCC3","KAT8","2",128014866,128051752,127914866,128151752
"ENSG00000196363","ENSG00000164054",0.36739658091196,0,"SHISA5","WDR5","3",48509197,48542259,48409197,48642259
"ENSG00000196363","ENSG00000105732",0.599882721029444,0,"ZNF574","WDR5","19",42572629,42585701,42472629,42685701
"ENSG00000103510","ENSG00000176473",0.379531560868864,0,"WDR25","KAT8","14",100842755,100996640,100742755,101096640
